"","Idents.obj."
"mBC-0716-2_G9,E1","Pvalb a"
"mBC-0716-2_G9,E6","L5 IT RSP"
"mBC-0716-2_G9,E9","Vip"
"mBC-0716-2_G9,E12","VLMC"
"mBC-0716-2_G9,F5","L2/3 IT CTX a"
"mBC-0716-2_G9,G3","L2/3 IT CTX b"
"mBC-0716-2_G9,G5","L5 IT CTX"
"mBC-0716-2_G9,G11","L5 IT RSP"
"mBC-0716-2_G9,H1","Astro"
"mBC-0716-2_G10,A4","L4 IT CTX"
"mBC-0716-2_G10,A6","Astro"
"mBC-0716-2_G10,A8","Pvalb a"
"mBC-0716-2_G10,A12","L5 IT RSP"
"mBC-0716-2_G10,B2","L2/3 IT CTX c"
"mBC-0716-2_G10,C3","L4/5 IT CTX"
"mBC-0716-2_G10,C5","Pvalb b"
"mBC-0716-2_G10,C7","Astro"
"mBC-0716-2_G10,D1","Lamp5"
"mBC-0716-2_G10,D4","L5 IT CTX"
"mBC-0716-2_G10,D5","L6 CT CTX a"
"mBC-0716-2_G10,E5","L2 IT RvPP"
"mBC-0716-2_G10,E6","L2/3 IT CTX a"
"mBC-0716-2_G10,E7","L2/3 IT CTX c"
"mBC-0716-2_G10,G2","L4/5 IT CTX"
"mBC-0716-2_G10,H7","L6 CT CTX b"
"mBC-0716-2_G10,H8","OPC"
"mBC-0716-2_G10,H9","Sst a"
"mBC-0716-2_G11,C3","L2/3 IT CTX a"
"mBC-0716-2_G11,C4","Astro"
"mBC-0716-2_G11,C9","L6 CT CTX a"
"mBC-0716-2_G11,D3","ODC"
"mBC-0716-2_G11,D4","Micro"
"mBC-0716-2_G11,D8","L6 CT CTX a"
"mBC-0716-2_G11,F4","OPC"
"mBC-0716-2_G11,F5","L2/3 IT CTX a"
"mBC-0716-2_G12,A2","L6 IT CTX"
"mBC-0716-2_G12,A5","ODC"
"mBC-0716-2_G12,B1","ODC"
"mBC-0716-2_G12,B2","OPC"
"mBC-0716-2_G12,F1","Astro"
"mBC-0716-2_G12,F12","Unk"
"mBC-0716-2_G12,H9","Lamp5"
"mBC-0716-2_H1,A4","Meis2"
"mBC-0716-2_H1,A7","L2/3 IT CTX c"
"mBC-0716-2_H1,A8","Astro"
"mBC-0716-2_H1,A11","OPC"
"mBC-0716-2_H1,B9","L6 CT CTX a"
"mBC-0716-2_H1,C6","L6 IT CTX"
"mBC-0716-2_H1,D10","L2/3 IT CTX c"
"mBC-0716-2_H1,E10","L2/3 IT CTX a"
"mBC-0716-2_H1,F3","L5 IT CTX"
"mBC-0716-2_H1,F8","Unk"
"mBC-0716-2_H1,F12","Unk"
"mBC-0716-2_H1,H2","L4/5 IT CTX"
"mBC-0716-2_H1,H3","L2/3 IT CTX a"
"mBC-0716-2_H2,D8","L6 CT CTX a"
"mBC-0716-2_H2,E8","ODC"
"mBC-0716-2_H2,F6","L2/3 IT CTX a"
"mBC-0716-2_H2,G8","Pvalb a"
"mBC-0716-2_H3,A6","L5 IT RSP"
"mBC-0716-2_H3,C3","L5/6 NP CTX"
"mBC-0716-2_H3,E6","L6 CT CTX a"
"mBC-0716-2_H3,G5","L6 CT CTX a"
"mBC-0716-2_H3,G9","OPC"
"mBC-0716-2_H3,G10","ODC"
"mBC-0716-2_H4,A7","Astro"
"mBC-0716-2_H4,A9","L2/3 IT CTX a"
"mBC-0716-2_H4,B1","L4 IT CTX"
"mBC-0716-2_H4,B2","OPC"
"mBC-0716-2_H4,C3","L5 IT CTX"
"mBC-0716-2_H4,C9","Astro"
"mBC-0716-2_H4,C11","L6 CT CTX a"
"mBC-0716-2_H4,F8","Unk"
"mBC-0716-2_H4,G2","L6 IT CTX"
"mBC-0716-2_H4,G10","L2/3 IT CTX b"
"mBC-0716-2_H4,H8","L2/3 IT CTX a"
"mBC-0716-2_H5,A3","L6 IT CTX"
"mBC-0716-2_H5,B5","Astro"
"mBC-0716-2_H5,B10","L6 IT CTX"
"mBC-0716-2_H5,C1","Sst b"
"mBC-0716-2_H5,C8","L2/3 IT RSP"
"mBC-0716-2_H5,C9","L6 IT CTX"
"mBC-0716-2_H5,E4","L6 CT CTX a"
"mBC-0716-2_H5,E9","Astro"
"mBC-0716-2_H5,F1","L2/3 IT CTX b"
"mBC-0716-2_H5,F11","L5 IT RSP"
"mBC-0716-2_H5,H5","L2/3 IT CTX a"
"mBC-0716-2_H5,H7","L2/3 IT CTX c"
"mBC-0716-2_H5,H8","L2/3 IT CTX b"
"mBC-0716-2_H6,A5","L6 IT CTX"
"mBC-0716-2_H6,A6","L2/3 IT CTX c"
"mBC-0716-2_H6,A10","Pvalb b"
"mBC-0716-2_H6,B3","L5 IT CTX"
"mBC-0716-2_H6,C1","L6 IT CTX"
"mBC-0716-2_H6,C6","L4 IT CTX"
"mBC-0716-2_H6,D2","L5 IT CTX"
"mBC-0716-2_H6,D6","Micro"
"mBC-0716-2_H6,D9","Astro"
"mBC-0716-2_H6,E1","L2/3 IT RSP"
"mBC-0716-2_H6,E2","L5 IT CTX"
"mBC-0716-2_H6,E7","OPC"
"mBC-0716-2_H6,G9","L5 IT CTX"
"mBC-0716-2_H6,H5","L6 CT CTX a"
"mBC-0716-2_H6,H8","Astro"
"mBC-0716-2_H7,A5","Lamp5"
"mBC-0716-2_H7,A11","L2/3 IT RSP"
"mBC-0716-2_H7,B6","L5 IT CTX"
"mBC-0716-2_H7,D2","ODC"
"mBC-0716-2_H7,E5","Astro"
"mBC-0716-2_H7,F2","Astro"
"mBC-0716-2_H7,G1","Sncg"
"mBC-0716-2_H7,G5","L2/3 IT CTX a"
"mBC-0716-2_H8,A6","Astro"
"mBC-0716-2_H8,B10","L5 IT CTX"
"mBC-0716-2_H8,B11","Unk"
"mBC-0716-2_H8,C2","L2/3 IT CTX a"
"mBC-0716-2_H8,D5","L4/5 IT CTX"
"mBC-0716-2_H8,E7","Micro"
"mBC-0716-2_H8,F1","Micro"
"mBC-0716-2_H8,F3","L2/3 IT CTX a"
"mBC-0716-2_H8,F4","L2/3 IT CTX c"
"mBC-0716-2_H8,F10","L2/3 IT CTX b"
"mBC-0716-2_H8,F11","L4/5 IT CTX"
"mBC-0716-2_H8,G12","Pvalb a"
"mBC-0716-2_H8,H4","Unk"
"mBC-0716-2_H9,A5","L2/3 IT CTX b"
"mBC-0716-2_H9,A9","L2/3 IT CTX a"
"mBC-0716-2_H9,A10","Pvalb b"
"mBC-0716-2_H9,B2","L2 IT RvPP"
"mBC-0716-2_H9,B3","L4/5 IT CTX"
"mBC-0716-2_H9,D1","Vip"
"mBC-0716-2_H9,D8","L5 IT CTX"
"mBC-0716-2_H9,E1","Pvalb a"
"mBC-0716-2_H9,E10","L2/3 IT CTX a"
"mBC-0716-2_H9,G6","L5 PT CTX"
"mBC-0716-2_H9,G7","L2/3 IT CTX b"
"mBC-0716-2_H10,A4","L2/3 IT CTX b"
"mBC-0716-2_H10,B2","Lamp5"
"mBC-0716-2_H10,C4","L5/6 NP CTX"
"mBC-0716-2_H10,C11","L5 IT RSP"
"mBC-0716-2_H10,D3","L4/5 IT CTX"
"mBC-0716-2_H10,D6","Micro"
"mBC-0716-2_H10,E4","L5 IT CTX"
"mBC-0716-2_H10,E6","L5 IT CTX"
"mBC-0716-2_H10,F3","L5 IT RSP"
"mBC-0716-2_H10,F11","Astro"
"mBC-0716-2_H10,F12","L5 PT CTX"
"mBC-0716-2_H10,G2","L2/3 IT CTX a"
"mBC-0716-2_H11,A8","Astro"
"mBC-0716-2_H11,B4","L2/3 IT RSP"
"mBC-0716-2_H11,B9","Sst b"
"mBC-0716-2_H11,C2","L2/3 IT CTX b"
"mBC-0716-2_H11,C3","Lamp5"
"mBC-0716-2_H11,E2","L2/3 IT CTX a"
"mBC-0716-2_H11,F7","L2 IT RvPP"
"mBC-0716-2_H11,F8","L5 IT CTX"
"mBC-0716-2_H11,G1","ODC"
"mBC-0716-2_H11,G2","L6 CT CTX b"
"mBC-0716-2_H12,A2","ODC"
"mBC-0716-2_H12,A3","L5/6 NP CTX"
"mBC-0716-2_H12,A11","L2/3 IT CTX a"
"mBC-0716-2_H12,B1","L2/3 IT CTX c"
"mBC-0716-2_H12,B6","Astro"
"mBC-0716-2_H12,C6","L2/3 IT CTX a"
"mBC-0716-2_H12,C8","ODC"
"mBC-0716-2_H12,D12","Astro"
"mBC-0716-2_H12,E6","L2/3 IT CTX a"
"mBC-0716-2_H12,E7","OPC"
"mBC-0716-2_H12,E9","L5 IT CTX"
"mBC-0716-2_H12,E10","L2/3 IT CTX a"
"mBC-0716-2_H12,E12","Micro"
"mBC-0716-2_H12,F5","OPC"
"mBC-0716-2_H12,F11","Pvalb a"
"mBC-0716-2_H12,G3","ODC"
"mBC-0716-2_H12,H1","L2 IT RvPP"
"mBC-0716-2_H12,H3","L2/3 IT CTX c"
"mBC-0716-2_H12,H5","L4 IT CTX"
"mBC-0716-2_H12,H12","L6 IT CTX"
"mBC-0814-1_A1,A5","L6 IT CTX"
"mBC-0814-1_A1,A11","L6 IT CTX"
"mBC-0814-1_A1,B3","Micro"
"mBC-0814-1_A1,C8","Astro"
"mBC-0814-1_A1,E1","L2/3 IT CTX b"
"mBC-0814-1_A1,E12","L4/5 IT CTX"
"mBC-0814-1_A1,F1","OPC"
"mBC-0814-1_A1,G2","ODC"
"mBC-0814-1_A1,H6","L6 CT CTX a"
"mBC-0814-1_A1,H7","Astro"
"mBC-0814-1_A2,A11","L4/5 IT CTX"
"mBC-0814-1_A2,B9","L5 IT CTX"
"mBC-0814-1_A2,C10","L5 IT CTX"
"mBC-0814-1_A2,C11","ODC"
"mBC-0814-1_A2,D2","L6 CT CTX b"
"mBC-0814-1_A2,D10","L5 IT CTX"
"mBC-0814-1_A2,E2","Pvalb b"
"mBC-0814-1_A2,F8","Unk"
"mBC-0814-1_A2,F10","L6 CT CTX b"
"mBC-0814-1_A2,G2","L2/3 IT CTX c"
"mBC-0814-1_A3,A12","Astro"
"mBC-0814-1_A3,D6","L5 IT CTX"
"mBC-0814-1_A3,E8","ODC"
"mBC-0814-1_A3,E10","L5 IT CTX"
"mBC-0814-1_A3,E12","Pvalb a"
"mBC-0814-1_A3,G3","L2/3 IT CTX a"
"mBC-0814-1_A4,A8","L6 IT CTX"
"mBC-0814-1_A4,A10","Unk"
"mBC-0814-1_A4,B11","Unk"
"mBC-0814-1_A4,D10","L6b CTX"
"mBC-0814-1_A4,E8","Pvalb a"
"mBC-0814-1_A4,F10","Sst b"
"mBC-0814-1_A5,A4","Astro"
"mBC-0814-1_A5,A7","L6 CT CTX b"
"mBC-0814-1_A5,B2","L6 CT CTX a"
"mBC-0814-1_A5,B7","L4/5 IT CTX"
"mBC-0814-1_A5,E3","L4/5 IT CTX"
"mBC-0814-1_A5,E11","L2/3 IT CTX c"
"mBC-0814-1_A5,F3","Astro"
"mBC-0814-1_A5,F4","L6 CT CTX b"
"mBC-0814-1_A5,F7","L6 CT CTX a"
"mBC-0814-1_A5,H4","Unk"
"mBC-0814-1_A5,H8","Micro"
"mBC-0814-1_A6,B7","L6 CT CTX a"
"mBC-0814-1_A6,C3","L6 CT CTX b"
"mBC-0814-1_A6,D4","L4/5 IT CTX"
"mBC-0814-1_A6,D5","L2/3 IT CTX b"
"mBC-0814-1_A6,D6","Pvalb b"
"mBC-0814-1_A6,E5","Micro"
"mBC-0814-1_A6,F7","L5 IT CTX"
"mBC-0814-1_A6,F8","Unk"
"mBC-0814-1_A7,A2","L2/3 IT CTX a"
"mBC-0814-1_A7,B11","L6 IT CTX"
"mBC-0814-1_A7,B12","Micro"
"mBC-0814-1_A7,C4","L2/3 IT CTX a"
"mBC-0814-1_A7,D4","Astro"
"mBC-0814-1_A7,D12","L5/6 NP CTX"
"mBC-0814-1_A7,E6","OPC"
"mBC-0814-1_A7,E12","L6b CTX"
"mBC-0814-1_A7,G3","OPC"
"mBC-0814-1_A7,H2","Sncg"
"mBC-0814-1_A7,H8","L6 IT CTX"
"mBC-0814-1_A7,H11","Unk"
"mBC-0814-1_A8,B2","Unk"
"mBC-0814-1_A8,B3","L6 CT CTX a"
"mBC-0814-1_A8,C4","ODC"
"mBC-0814-1_A8,C6","L2/3 IT CTX a"
"mBC-0814-1_A8,D3","L2/3 IT CTX c"
"mBC-0814-1_A8,E1","Sst a"
"mBC-0814-1_A8,E3","Pvalb a"
"mBC-0814-1_A8,E10","L6 CT CTX b"
"mBC-0814-1_A8,G10","L6 CT CTX b"
"mBC-0814-1_A8,H9","L6 CT CTX a"
"mBC-0814-1_A9,A11","L2/3 IT CTX a"
"mBC-0814-1_A9,B1","L2/3 IT CTX b"
"mBC-0814-1_A9,B9","L2/3 IT CTX c"
"mBC-0814-1_A9,C4","Sst b"
"mBC-0814-1_A9,D8","L6 CT CTX b"
"mBC-0814-1_A9,E2","L6 CT CTX b"
"mBC-0814-1_A9,F4","L6 IT CTX"
"mBC-0814-1_A9,F10","ODC"
"mBC-0814-1_A9,G2","L2/3 IT CTX a"
"mBC-0814-1_A9,G5","Micro"
"mBC-0814-1_A9,G11","Vip"
"mBC-0814-1_A10,A8","L6b CTX"
"mBC-0814-1_A10,C1","Pvalb b"
"mBC-0814-1_A10,C7","Astro"
"mBC-0814-1_A10,D3","Unk"
"mBC-0814-1_A10,E6","VLMC"
"mBC-0814-1_A10,E9","Astro"
"mBC-0814-1_A10,F2","L2/3 IT CTX c"
"mBC-0814-1_A10,F11","L6 IT CTX"
"mBC-0814-1_A10,G6","Unk"
"mBC-0814-1_A10,G8","L2/3 IT CTX a"
"mBC-0814-1_A10,H5","L6 CT CTX b"
"mBC-0814-1_A11,A7","Pvalb b"
"mBC-0814-1_A11,A11","ODC"
"mBC-0814-1_A11,B7","L5 IT CTX"
"mBC-0814-1_A11,C3","L4/5 IT CTX"
"mBC-0814-1_A11,C4","Lamp5"
"mBC-0814-1_A11,D7","L6 IT CTX"
"mBC-0814-1_A11,F3","L6 IT CTX"
"mBC-0814-1_A11,F12","L5 PT CTX"
"mBC-0814-1_A12,A6","L2/3 IT CTX b"
"mBC-0814-1_A12,A9","OPC"
"mBC-0814-1_A12,B3","Sst a"
"mBC-0814-1_A12,B5","L2/3 IT CTX a"
"mBC-0814-1_A12,B7","L6 CT CTX a"
"mBC-0814-1_A12,B9","L6 IT CTX"
"mBC-0814-1_A12,D12","L6 IT CTX"
"mBC-0814-1_A12,G6","Unk"
"mBC-0814-1_A12,H7","ODC"
"mBC-0814-1_A12,H9","ODC"
"mBC-0814-1_B1,A8","L5/6 NP CTX"
"mBC-0814-1_B1,B5","L5 IT CTX"
"mBC-0814-1_B1,C6","Sncg"
"mBC-0814-1_B1,C9","L6 IT CTX"
"mBC-0814-1_B1,C11","Astro"
"mBC-0814-1_B1,D1","ODC"
"mBC-0814-1_B1,D10","L2/3 IT CTX c"
"mBC-0814-1_B1,F5","L6 CT CTX a"
"mBC-0814-1_B1,F7","Astro"
"mBC-0814-1_B1,G3","Astro"
"mBC-0814-1_B1,G5","ODC"
"mBC-0814-1_B1,G10","L2/3 IT CTX b"
"mBC-0814-1_B1,H4","Unk"
"mBC-0814-1_B2,B6","Astro"
"mBC-0814-1_B2,D5","L2/3 IT CTX b"
"mBC-0814-1_B2,E4","Pvalb b"
"mBC-0814-1_B2,E6","L6 CT CTX b"
"mBC-0814-1_B2,F2","L4/5 IT CTX"
"mBC-0814-1_B2,G1","L6 IT CTX"
"mBC-0814-1_B2,G11","Sst b"
"mBC-0814-1_B2,H1","L6 IT CTX"
"mBC-0814-1_B2,H2","Pvalb b"
"mBC-0814-1_B3,A11","Pvalb a"
"mBC-0814-1_B3,B5","OPC"
"mBC-0814-1_B3,B10","L2/3 IT CTX c"
"mBC-0814-1_B3,E4","ODC"
"mBC-0814-1_B3,E6","Astro"
"mBC-0814-1_B3,F5","L2/3 IT CTX a"
"mBC-0814-1_B3,H3","L6 CT CTX a"
"mBC-0814-1_B4,A10","L2/3 IT CTX c"
"mBC-0814-1_B4,B1","ODC"
"mBC-0814-1_B4,B10","L5 IT CTX"
"mBC-0814-1_B4,D9","OPC"
"mBC-0814-1_B4,E12","OPC"
"mBC-0814-1_B4,F11","OPC"
"mBC-0814-1_B4,G10","Meis2"
"mBC-0814-1_B4,G11","OPC"
"mBC-0814-1_B4,H10","L6 CT CTX b"
"mBC-0814-1_B5,A1","L6 IT CTX"
"mBC-0814-1_B5,A7","L4 IT CTX"
"mBC-0814-1_B5,B12","Micro"
"mBC-0814-1_B5,C6","Astro"
"mBC-0814-1_B5,D1","Micro"
"mBC-0814-1_B5,D12","ODC"
"mBC-0814-1_B5,F5","L6 CT CTX b"
"mBC-0814-1_B5,G10","L5/6 NP CTX"
"mBC-0814-1_B6,A1","L6 CT CTX a"
"mBC-0814-1_B6,A2","L6 CT CTX b"
"mBC-0814-1_B6,E5","ODC"
"mBC-0814-1_B6,H3","Pvalb b"
"mBC-0814-1_B7,B4","L6 CT CTX b"
"mBC-0814-1_B7,B12","L2/3 IT CTX c"
"mBC-0814-1_B7,C7","Unk"
"mBC-0814-1_B7,F8","Unk"
"mBC-0814-1_B7,F11","Unk"
"mBC-0814-1_B7,G8","Pvalb a"
"mBC-0814-1_B7,H4","Unk"
"mBC-0814-1_B7,H6","L6 IT CTX"
"mBC-0814-1_B8,B1","L6 CT CTX b"
"mBC-0814-1_B8,C10","L2/3 IT CTX b"
"mBC-0814-1_B8,D3","ODC"
"mBC-0814-1_B8,E1","L6 IT CTX"
"mBC-0814-1_B8,F12","Pvalb b"
"mBC-0814-1_B8,G2","L4/5 IT CTX"
"mBC-0814-1_B8,G6","Unk"
"mBC-0814-1_B8,H7","L6 CT CTX b"
"mBC-0814-1_B8,H9","Vip"
"mBC-0814-1_B9,C3","L6 CT CTX a"
"mBC-0814-1_B9,C7","Unk"
"mBC-0814-1_B9,D10","L5 IT CTX"
"mBC-0814-1_B9,D12","L2/3 IT CTX c"
"mBC-0814-1_B9,E2","Micro"
"mBC-0814-1_B9,E4","L5 IT CTX"
"mBC-0814-1_B9,F3","VLMC"
"mBC-0814-1_B9,F8","Unk"
"mBC-0814-1_B9,G10","ODC"
"mBC-0814-1_B10,A11","L2/3 IT CTX a"
"mBC-0814-1_B10,B2","L6 CT CTX a"
"mBC-0814-1_B10,B3","Pvalb a"
"mBC-0814-1_B10,B9","Astro"
"mBC-0814-1_B10,C4","Micro"
"mBC-0814-1_B10,E1","Pvalb a"
"mBC-0814-1_B10,G11","L5/6 NP CTX"
"mBC-0814-1_B10,H2","OPC"
"mBC-0814-1_B10,H7","Astro"
"mBC-0814-1_B10,H8","L6 CT CTX b"
"mBC-0814-1_B11,A3","L6 IT CTX"
"mBC-0814-1_B11,A10","Astro"
"mBC-0814-1_B11,B1","L6 IT CTX"
"mBC-0814-1_B11,B5","L5/6 NP CTX"
"mBC-0814-1_B11,C6","Pvalb a"
"mBC-0814-1_B11,F7","L4 IT CTX"
"mBC-0814-1_B11,G1","L2/3 IT CTX b"
"mBC-0814-1_B11,G3","L6 CT CTX b"
"mBC-0814-1_B11,H3","L6 CT CTX b"
"mBC-0814-1_B11,H8","Astro"
"mBC-0814-1_B11,H12","L6 CT CTX b"
"mBC-0814-1_B12,D9","OPC"
"mBC-0814-1_B12,E6","Vip"
"mBC-0814-1_B12,E7","L6 CT CTX b"
"mBC-0814-1_B12,H9","L6b CTX"
"mBC-0814-1_B12,H12","ODC"
"mBC-0814-1_C1,A1","ODC"
"mBC-0814-1_C1,A2","L6 CT CTX a"
"mBC-0814-1_C1,B7","L4/5 IT CTX"
"mBC-0814-1_C1,B9","Unk"
"mBC-0814-1_C1,D1","L2/3 IT CTX b"
"mBC-0814-1_C1,E4","L6 CT CTX a"
"mBC-0814-1_C1,G3","OPC"
"mBC-0814-1_C1,H1","Sst a"
"mBC-0814-1_C2,A5","OPC"
"mBC-0814-1_C2,A9","L6 CT CTX b"
"mBC-0814-1_C2,B2","L2/3 IT CTX a"
"mBC-0814-1_C2,B9","L6 CT CTX a"
"mBC-0814-1_C2,B10","L4/5 IT CTX"
"mBC-0814-1_C2,G6","Unk"
"mBC-0814-1_C2,G9","Meis2"
"mBC-0814-1_C2,H1","L5 IT CTX"
"mBC-0814-1_C3,B1","Micro"
"mBC-0814-1_C3,B8","ODC"
"mBC-0814-1_C3,C1","L6b CTX"
"mBC-0814-1_C3,C7","Unk"
"mBC-0814-1_C3,C8","Pvalb b"
"mBC-0814-1_C3,C10","Pvalb b"
"mBC-0814-1_C3,D3","Astro"
"mBC-0814-1_C3,E8","Pvalb b"
"mBC-0814-1_C3,F1","L6 CT CTX b"
"mBC-0814-1_C3,F9","L6 CT CTX b"
"mBC-0814-1_C3,G2","Meis2"
"mBC-0814-1_C3,G8","L2/3 IT CTX a"
"mBC-0814-1_C3,H8","ODC"
"mBC-0814-1_C4,A5","ODC"
"mBC-0814-1_C4,A8","Lamp5"
"mBC-0814-1_C4,B11","Unk"
"mBC-0814-1_C4,C10","OPC"
"mBC-0814-1_C4,D10","L6 CT CTX b"
"mBC-0814-1_C4,E5","L4 IT CTX"
"mBC-0814-1_C4,E10","OPC"
"mBC-0814-1_C4,E11","Pvalb a"
"mBC-0814-1_C4,F3","Pvalb b"
"mBC-0814-1_C4,F7","L2/3 IT CTX a"
"mBC-0814-1_C4,F12","Unk"
"mBC-0814-1_C4,G1","Astro"
"mBC-0814-1_C4,H4","Pvalb b"
"mBC-0814-1_C5,A8","Sst b"
"mBC-0814-1_C5,B2","L5/6 NP CTX"
"mBC-0814-1_C5,B12","Vip"
"mBC-0814-1_C5,C12","L5 IT CTX"
"mBC-0814-1_C5,D1","Meis2"
"mBC-0814-1_C5,E2","Sst a"
"mBC-0814-1_C5,E5","L5/6 NP CTX"
"mBC-0814-1_C5,G1","Pvalb a"
"mBC-0814-1_C5,G6","Unk"
"mBC-0814-1_C5,H5","L5 IT RSP"
"mBC-0814-1_C5,H10","Micro"
"mBC-0814-1_C6,A2","L2/3 IT CTX b"
"mBC-0814-1_C6,B5","L5/6 NP CTX"
"mBC-0814-1_C6,B10","Lamp5"
"mBC-0814-1_C6,C2","L5 IT CTX"
"mBC-0814-1_C6,C8","L6 CT CTX b"
"mBC-0814-1_C6,C9","L4 IT CTX"
"mBC-0814-1_C6,C12","L5 IT CTX"
"mBC-0814-1_C6,F5","L2/3 IT CTX b"
"mBC-0814-1_C6,G1","OPC"
"mBC-0814-1_C6,H3","Pvalb b"
"mBC-0814-1_C6,H4","Unk"
"mBC-0814-1_C7,A2","L6 CT CTX b"
"mBC-0814-1_C7,A6","Pvalb a"
"mBC-0814-1_C7,A12","Micro"
"mBC-0814-1_C7,B4","Lamp5"
"mBC-0814-1_C7,D5","L2/3 IT RSP"
"mBC-0814-1_C7,E11","L6 CT CTX b"
"mBC-0814-1_C7,F10","Pvalb a"
"mBC-0814-1_C7,H12","Pvalb b"
"mBC-0814-1_C8,B4","L2/3 IT CTX a"
"mBC-0814-1_C8,B5","L6b CTX"
"mBC-0814-1_C8,C10","L2/3 IT CTX a"
"mBC-0814-1_C8,C11","ODC"
"mBC-0814-1_C8,D3","Astro"
"mBC-0814-1_C8,H12","L6 CT CTX b"
"mBC-0814-1_C9,A9","L6 CT CTX b"
"mBC-0814-1_C9,B10","Astro"
"mBC-0814-1_C9,C12","OPC"
"mBC-0814-1_C9,D3","L6 CT CTX a"
"mBC-0814-1_C9,D4","ODC"
"mBC-0814-1_C9,H3","L2/3 IT CTX a"
"mBC-0814-1_C10,D2","L6 CT CTX b"
"mBC-0814-1_C10,D4","L6b CTX"
"mBC-0814-1_C10,D11","L4 IT CTX"
"mBC-0814-1_C10,F9","Astro"
"mBC-0814-1_C10,G8","Astro"
"mBC-0814-1_C10,H1","L4/5 IT CTX"
"mBC-0814-1_C10,H2","Pvalb b"
"mBC-0814-1_C11,A2","L6 IT CTX"
"mBC-0814-1_C11,B7","L6 CT CTX b"
"mBC-0814-1_C11,C2","L6 CT CTX b"
"mBC-0814-1_C11,C6","L5 IT CTX"
"mBC-0814-1_C11,C10","Astro"
"mBC-0814-1_C11,C12","Micro"
"mBC-0814-1_C11,F9","Astro"
"mBC-0814-1_C11,G5","ODC"
"mBC-0814-1_C11,H10","L6 CT CTX a"
"mBC-0814-1_C12,C5","Astro"
"mBC-0814-1_C12,C6","Sst b"
"mBC-0814-1_C12,D2","L6 IT CTX"
"mBC-0814-1_C12,D3","VLMC"
"mBC-0814-1_C12,D5","L6 CT CTX a"
"mBC-0814-1_C12,E9","L4 IT CTX"
"mBC-0814-1_C12,G12","Pvalb a"
"mBC-0814-1_D1,A7","Unk"
"mBC-0814-1_D1,A10","Unk"
"mBC-0814-1_D1,B4","Micro"
"mBC-0814-1_D1,B6","L5 IT CTX"
"mBC-0814-1_D1,B10","Meis2"
"mBC-0814-1_D1,C10","L4 IT CTX"
"mBC-0814-1_D1,D5","L2/3 IT CTX a"
"mBC-0814-1_D1,F3","Astro"
"mBC-0814-1_D1,F12","Unk"
"mBC-0814-1_D1,G1","Sst a"
"mBC-0814-1_D1,G7","Sncg"
"mBC-0814-1_D1,H2","L4 IT CTX"
"mBC-0814-1_D1,H3","L2/3 IT CTX a"
"mBC-0814-1_D2,A9","L4/5 IT CTX"
"mBC-0814-1_D2,B1","L6 IT CTX"
"mBC-0814-1_D2,B6","L4 IT CTX"
"mBC-0814-1_D2,B9","L2/3 IT CTX a"
"mBC-0814-1_D2,C3","L6 IT CTX"
"mBC-0814-1_D2,C7","Astro"
"mBC-0814-1_D2,C8","Sst b"
"mBC-0814-1_D2,D12","Lamp5"
"mBC-0814-1_D2,E5","Astro"
"mBC-0814-1_D2,F5","L6 IT CTX"
"mBC-0814-1_D2,G5","ODC"
"mBC-0814-1_D2,H5","L2/3 IT RSP"
"mBC-0814-1_D3,A1","L6 IT CTX"
"mBC-0814-1_D3,B8","L6 IT CTX"
"mBC-0814-1_D3,D6","Pvalb a"
"mBC-0814-1_D3,E10","L6 IT CTX"
"mBC-0814-1_D3,G11","OPC"
"mBC-0814-1_D3,H6","L2/3 IT CTX b"
"mBC-0814-1_D3,H12","L2/3 IT CTX b"
"mBC-0814-1_D4,A3","L6 CT CTX a"
"mBC-0814-1_D4,B3","L6 CT CTX b"
"mBC-0814-1_D4,B12","Pvalb a"
"mBC-0814-1_D4,C6","L2/3 IT CTX b"
"mBC-0814-1_D4,D1","Micro"
"mBC-0814-1_D4,D5","L2/3 IT CTX c"
"mBC-0814-1_D4,D11","L5/6 NP CTX"
"mBC-0814-1_D4,E11","Astro"
"mBC-0814-1_D4,F10","L2/3 IT CTX c"
"mBC-0814-1_D4,G6","Unk"
"mBC-0814-1_D4,H2","L6 IT CTX"
"mBC-0814-1_D4,H5","Sst b"
"mBC-0814-1_D5,A5","ODC"
"mBC-0814-1_D5,A7","L2/3 IT CTX b"
"mBC-0814-1_D5,A12","L6 CT CTX b"
"mBC-0814-1_D5,B2","Astro"
"mBC-0814-1_D5,B12","Micro"
"mBC-0814-1_D5,C11","L6 CT CTX b"
"mBC-0814-1_D5,D1","L6 CT CTX b"
"mBC-0814-1_D5,F2","OPC"
"mBC-0814-1_D5,G2","Unk"
"mBC-0814-1_D5,G7","L6 IT CTX"
"mBC-0814-1_D5,H12","ODC"
"mBC-0814-1_D6,A12","L2/3 IT CTX a"
"mBC-0814-1_D6,B9","Micro"
"mBC-0814-1_D6,C3","L5 IT CTX"
"mBC-0814-1_D6,C9","L4 IT CTX"
"mBC-0814-1_D6,D1","L6 CT CTX a"
"mBC-0814-1_D6,G8","Astro"
"mBC-0814-1_D6,G9","L2/3 IT CTX b"
"mBC-0814-1_D6,G11","Pvalb b"
"mBC-0814-1_D6,H2","L6b CTX"
"mBC-0814-1_D7,B1","Lamp5"
"mBC-0814-1_D7,B4","L6 CT CTX b"
